number,short_description,priority,state,assignment_group,assigned_to,sys_created_on,sys_updated_on,sys_id,age_days,total_hours,total_days,total_minutes,sla_breach
INC0046135,P3| AM ET | ATT1 | Atlanta | US | Perform Health checks on Dell EqualLogic and QNAP storage devices - 09th November 2025 Afternoon shift,4 - Low,In Progress,WIT-Storage,Maneesh Kaiprath,09-11-2025 12:06,14-11-2025 08:09,76b8a5a63b053294ae6be524c3e45a4d,2,56.47,2.35,3388,TRUE
INC0046034,SolarWinds Alert | P4 | NCSA | ATT1 | Atlanta | US | Node Down Alert: ATT2-BK33 has changed state to Down at ATT1,4 - Low,In Progress,WIT-Monitoring-L1,Ajin Sivapuram,08-11-2025 16:51,14-11-2025 08:09,7710ad5a3b4d7e54ae6be524c3e45a1f,2,56.47,2.35,3388,TRUE
INC0043151,Microsoft Excel || shows excel is not trusted ,4 - Low,In Progress,WIT-ServiceDesk-L1,Mahathikakshya Mahathikakshya,30-10-2025 11:51,14-11-2025 08:09,77e406db3b34f2d0ae6be524c3e45af0,2,56.47,2.35,3388,TRUE
INC0029512,P4 | AP IND | IN.TN.Chennai.1.Zenith Building | Hardware | Battery | Laptop is getting charged only upto 37%,4 - Low,In Progress,WIT-ServiceDesk-L1,Suraj Parit,22-09-2025 06:14,14-11-2025 08:09,782bc94f3b08f210399d5d0864e45a19,2,56.47,2.35,3388,TRUE
INC0030093, P4 |EM|Europe/London|SharePoint cannot be synced due to insufficient memory.,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Mohankumar Krish,23-09-2025 09:11,14-11-2025 08:09,78ad76db3b4c3a10ae6be524c3e45a5c,2,56.47,2.35,3388,TRUE
INC0046019,Solarwinds Alert|P4 | EMEA | Aberdeen | ABZ44 | Windows Server | Memory Utilization Alert: ATT5-SP-SS02 Memory Usage Reached 93 %,4 - Low,In Progress,WIT-Monitoring-L1,Udayvarma Alluri,08-11-2025 14:11,14-11-2025 08:09,791bb81a3b497e54ae6be524c3e45a54,2,56.47,2.35,3388,TRUE
INC0044235,Continuation of INC0027106,4 - Low,In Progress,WIT-ServiceDesk-L1,Vamsy Krishna,03-11-2025 17:36,14-11-2025 08:09,796abb6c3b45ba14399d5d0864e45a05,2,56.47,2.35,3388,TRUE
INC0044057,Domain Confirguration | No access to software center and laptop not connected to wood network,4 - Low,In Progress,WIT-ServiceDesk-L1,Saivarun Raparthi,03-11-2025 11:34,14-11-2025 08:09,79a01a203b4d3214ae6be524c3e45a0d,2,56.47,2.35,3388,TRUE
INC0045319,azolve supplier amendment (ATPI),3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sujata Patra,06-11-2025 14:10,14-11-2025 08:09,7a81a2a93bc9f254ae6be524c3e45a01,2,56.47,2.35,3388,TRUE
INC0044957,Failed A10,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Swarnav Paul,05-11-2025 12:30,14-11-2025 08:09,7a9605993bc53654399d5d0864e45ab8,2,56.47,2.35,3388,TRUE
INC0045341,Outlook | Requested access to Franz Slikker's email account.,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Lavanya Shivakumar,06-11-2025 15:04,14-11-2025 08:09,7ad37ae53b49fa54399d5d0864e45a11,2,56.47,2.35,3388,TRUE
INC0021491,Can not access the remote,3 - Moderate,New,WIT-WVS-VDI,,29-08-2025 09:05,14-11-2025 08:09,7aeb82133b6fee10399d5d0864e45a82,2,56.47,2.35,3388,TRUE
INC0017821,Unable to connect to remote machine(RDP),4 - Low,In Progress,,Abdulrahman Salah,18-08-2025 15:35,14-11-2025 08:09,7b5cba333b1faa90ae6be524c3e45a78,2,56.47,2.35,3388,TRUE
INC0045261,Network|| user unable to access share folders in win 10 laptop ,4 - Low,In Progress,WIT-ServiceDesk-L1,Mahathikakshya Mahathikakshya,06-11-2025 11:51,14-11-2025 08:09,7b878ee53bcdb254ae6be524c3e45a08,2,56.47,2.35,3388,TRUE
INC0045968,Solarwinds Alert | P4| APAC | CHN | Chennai | India | Interface Utilization Alert: for node chn-a-ind-s-cor-01.woodplc.net has a utilization of 97 %  ,4 - Low,In Progress,WIT-Monitoring-L1,Pooja Bhorkade,08-11-2025 04:21,14-11-2025 08:09,7d34b2ca3b013e54ae6be524c3e45ade,2,56.47,2.35,3388,TRUE
INC0041020,Cracked laptop screen,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sameer Bhuyan,24-10-2025 13:07,14-11-2025 08:09,7e0d13913bfcba50399d5d0864e45a29,2,56.47,2.35,3388,TRUE
INC0021235,"P3 | EMEA | Aberdeen | Laptop repair| Urget Matter, Laptop Repair - water damage - initial  Collect and Return  Diagnostics quote attached",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Vishwanath Gaurav,28-08-2025 12:27,14-11-2025 08:09,7e1c21cb3bef6a50ae6be524c3e45ada,2,56.47,2.35,3388,TRUE
INC0040631,"Outlook and Teams are showing incorrect time zones, which is causing confusion with meeting schedules and calendar events. The current setup does not match the",4 - Low,In Progress,WIT-ServiceDesk-L1,Prajwal Narasimhamurthy,23-10-2025 12:10,14-11-2025 08:09,7e654ec13b347650399d5d0864e45aa3,2,56.47,2.35,3388,TRUE
INC0035439,Solarwinds Alert|P4|NCSA | EDC01 | Calgary | Canada|Memory Utilization Alert: edc01-vh35.woodplc.net Memory Usage Reached 90 %,4 - Low,In Progress,WIT-Monitoring-L1,Udayvarma Alluri,08-10-2025 16:48,14-11-2025 08:09,7e75b9543be4fe54399d5d0864e45a94,2,56.47,2.35,3388,TRUE
INC0022206,License Plan showing Unassigned,3 - Moderate,In Progress,WIT-AP-Support-Central,Graham Tucker,01-09-2025 15:05,14-11-2025 08:09,7eabf21c3b7fae90ae6be524c3e45a20,2,56.47,2.35,3388,TRUE
INC0028288,User is facing slow performance issue in Primavera P6,4 - Low,In Progress,WIT-AMS-APP-SUPPORT-PRIMAVERA,Kapil Goel,18-09-2025 05:32,14-11-2025 08:09,7ecadc313b047a90ae6be524c3e45a20,2,56.47,2.35,3388,TRUE
INC0038586,Need new laptop,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Rithvik Konereddy,16-10-2025 13:14,14-11-2025 08:09,7f315af23ba8fa18399d5d0864e45a5a,2,56.47,2.35,3388,TRUE
INC0042689,SolarWinds Alert | P4 | NCSA | CLU01 | Clute | US | Multiple Vcenter/Esx - SSL Certificate Expiry Monitoring,4 - Low,In Progress,WIT-Monitoring-L1,Mushtaq Bijapurvala,29-10-2025 07:47,14-11-2025 08:09,7f7344473b783e90ae6be524c3e45a57,2,56.47,2.35,3388,TRUE
INC0043263,"When I remote into my desktop machine from my laptop, the non-primary screen freezes up.",4 - Low,In Progress,WIT-ServiceDesk-L1,Chandan Prakash,30-10-2025 18:58,14-11-2025 08:09,7fe5ef1b3bb4fad0399d5d0864e45a16,2,56.47,2.35,3388,TRUE
INC0045678,Pdf is not working properly.,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Priya Salunke,07-11-2025 04:17,14-11-2025 08:09,7ff825793b4db654ae6be524c3e45aca,2,56.47,2.35,3388,TRUE
INC0035427,504 and 502 Bad Gateway,3 - Moderate,New,WIT-AP-OracleEBS-Voyager,,08-10-2025 16:00,14-11-2025 08:09,801b61583b28b614ae6be524c3e45a01,2,56.47,2.35,3388,TRUE
INC0018642,P4\AM CT\Houston\ Network \No internet with when connected to Global Connect,4 - Low,In Progress,WIT-ServiceDesk-L1,Malathi Bhaskar,20-08-2025 13:57,14-11-2025 08:09,80a838203b67e6d0ae6be524c3e45a79,2,56.47,2.35,3388,TRUE
INC0046139,test,4 - Low,New,WIT-ServiceNow-Admin,,11-11-2025 08:40,14-11-2025 08:09,80dc07073b4572109faa1da985e45a04,2,56.47,2.35,3388,TRUE
INC0041996,Folder | unable to download files in outlook,4 - Low,In Progress,WIT-ServiceDesk-L1,Swathi Rangandale,27-10-2025 16:28,14-11-2025 08:09,8128ef1a3b38f290ae6be524c3e45a8d,2,56.47,2.35,3388,TRUE
INC0044575,No access to'Q' drive,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Saivarun Raparthi,04-11-2025 11:00,14-11-2025 08:09,81f7a7783b49f614ae6be524c3e45a7f,2,56.47,2.35,3388,TRUE
INC0015386,API Tech 9 cannot be executed.,4 - Low,In Progress,WIT-AMS-APP-SUPPORT-ENGTECH,Anusha Anusha B,10-08-2025 06:42,14-11-2025 08:09,82d477013b1bead4399d5d0864e45a1d,2,56.46,2.35,3388,TRUE
INC0043245,Outlook| Unable to open any links from outlook,4 - Low,In Progress,WIT-ServiceDesk-L1,Prasanna Medicharla,30-10-2025 17:22,14-11-2025 08:09,83419b573bf0fad0399d5d0864e45a77,2,56.46,2.35,3388,TRUE
INC0011439,My monitor is flickering already and can not be use effectively. Please see attached video for detail.,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Vinay Samadi,30-07-2025 05:32,14-11-2025 08:09,84197e253b4f66d0399d5d0864e45a22,2,56.46,2.35,3388,TRUE
INC0045999,SolarWinds alert|P4|EMEA | NHP01 | Northampton | GB/Interface Down Alert: GigabitEthernet0/2/1 · nhp01-e-gbr-f-02 [INTERNET] for node nhp01-e-gbr-r-dvs-01.woodp,4 - Low,In Progress,WIT-Monitoring-L1,Uttej Mukkamalla,08-11-2025 10:08,14-11-2025 08:09,85b30cd23b417e54ae6be524c3e45ad9,2,56.46,2.35,3388,TRUE
INC0045067,Application Services  |  Unable to install the AutoCAD application ,4 - Low,In Progress,WIT-ServiceDesk-L1,Vinay Samadi,05-11-2025 18:16,14-11-2025 08:10,8617ded53bcdbe14ae6be524c3e45ad2,2,56.46,2.35,3388,TRUE
INC0024629,MS Office icons recovery,4 - Low,In Progress,WIT-ServiceDesk-L1,Sriram Sridharan,08-09-2025 23:02,14-11-2025 08:10,882b6cba3bb3e650ae6be524c3e45a80,2,56.46,2.35,3388,TRUE
INC0045765,I cannot apply in the right way my digital signature on pdf files,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Keerthana Babu,07-11-2025 09:32,14-11-2025 08:10,8830b6713b453a54ae6be524c3e45a14,2,56.46,2.35,3388,TRUE
INC0045926,"Microsoft Office| Hi, office suite updated and now it does not function. it went from 365 to 2016",4 - Low,In Progress,WIT-ServiceDesk-L1,Bhavana Purushotham,07-11-2025 20:01,14-11-2025 08:10,8842458a3b097294399d5d0864e45a74,2,56.46,2.35,3388,TRUE
INC0043447,"Client failed to send/receive email to my email address, to check if there is any quarantine email",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Deepak Krishna,31-10-2025 09:09,14-11-2025 08:10,8958e26b3bf0f6d0ae6be524c3e45acc,2,56.46,2.35,3388,TRUE
INC0043506,SolarWinds Alerts | P4 | APAC | MNL | Manila | Philippines | Disk Utilization Alert: H:\ Label:TechApps  Serial Number CEAD1769 on MNL-AS4 has reached to 95 %,4 - Low,In Progress,WIT-Monitoring-L1,Pranav Vyavahare,31-10-2025 12:26,14-11-2025 08:10,898693633b3cbed0399d5d0864e45aeb,2,56.46,2.35,3388,TRUE
INC0042660,Invoices not getting interfaced,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Vishnu Chiluveri,29-10-2025 06:25,14-11-2025 08:10,899fe33e3bf872d0399d5d0864e45a4a,2,56.46,2.35,3388,TRUE
INC0045887,"Laptop is not charging, and ""ctrl"", ""alt"", and ""del"" are not working on the keypad.",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Harini Gopi,07-11-2025 16:10,14-11-2025 08:10,89ec084e3b417294399d5d0864e45ae2,2,56.46,2.35,3388,TRUE
INC0045326,SCCM is pushing application,4 - Low,In Progress,WIT-ServiceDesk-L1,Pooja Singh,06-11-2025 14:31,14-11-2025 08:10,8a0c6a293b413654ae6be524c3e45a66,2,56.46,2.35,3388,TRUE
INC0044916,Unable to save PDF file after applying signature,4 - Low,In Progress,WIT-ServiceDesk-L1,Sameer Bhuyan,05-11-2025 09:52,14-11-2025 08:10,8a1168993b893e14ae6be524c3e45a5d,2,56.46,2.35,3388,TRUE
INC0044089,Instalación de Impresora,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Hithendra Eedhala,03-11-2025 11:02,14-11-2025 08:10,8a30ea203b853a14399d5d0864e45ab2,2,56.46,2.35,3388,TRUE
INC0038850,Laptop Shutting Down Unexpectedly,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Monisha Yalla,17-10-2025 07:50,14-11-2025 08:10,8a9056033bacbe18399d5d0864e45a89,2,56.46,2.35,3388,TRUE
INC0043210,1 monito with reduced screen/ viewing size,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sriram Sridharan,30-10-2025 14:33,14-11-2025 08:10,8ab9e61b3b38bad0399d5d0864e45a55,2,56.46,2.35,3388,TRUE
INC0044986,ETAP 24 - Failed to connect to database,4 - Low,In Progress,WIT-ServiceDesk-L1,Sumanth Sarika,05-11-2025 13:30,14-11-2025 08:10,8b255d1d3b4d7e14ae6be524c3e45aa3,2,56.46,2.35,3388,TRUE
INC0045946,Hourly Analysis Program 6.2 | Need License while Opening the application,4 - Low,In Progress,WIT-ServiceDesk-L1,Vishwanath Gaurav,07-11-2025 22:41,14-11-2025 08:10,8b46e50a3bc97294399d5d0864e45abb,2,56.46,2.35,3388,TRUE
INC0045872,SolarWinds Alert | P4 | EMEA | ZAN01 | Azure | ZA |Disk Utilization Alert: E:\ Label:ZAN01P-FS01_E (Data)  Serial Number 9EAE0558 on ZAN01P-FS01 has reached 95%,4 - Low,In Progress,WIT-Monitoring-L1,Udayvarma Alluri,07-11-2025 15:07,14-11-2025 08:10,8b7e7f793b81ba54ae6be524c3e45a61,2,56.46,2.35,3388,TRUE
INC0018574,S3d application automatically closing,3 - Moderate,New,WIT-WVS-VDI,,20-08-2025 11:50,14-11-2025 08:10,8bebdcac3b2f6e90399d5d0864e45a6f,2,56.46,2.35,3388,TRUE
INC0046126,MicroStation V8i SS10|User facing an issue with MicroStation V8i SS10 not opening on the PC and receiving an error.,4 - Low,In Progress,WIT-ServiceDesk-L1,Hymavathi Gurram,09-11-2025 10:27,14-11-2025 08:10,8c22dde63b0d3694399d5d0864e45a8b,2,56.46,2.35,3388,TRUE
INC0045327,Can not access the BMS site,4 - Low,In Progress,WIT-ServiceDesk-L1,Manjunath Bangaram,06-11-2025 14:32,14-11-2025 08:10,8ceba2e13b45fa54399d5d0864e45a48,2,56.46,2.35,3388,TRUE
INC0045959,My computer have issue to uninstall WPS PDF.,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Hymavathi Gurram,08-11-2025 02:46,14-11-2025 08:10,8cfc5e023b81b294399d5d0864e45a76,2,56.46,2.35,3388,TRUE
INC0044306,Users are reporting issues with the Houston interent,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Manasa Vechalapu,03-11-2025 21:12,14-11-2025 08:10,8dda24343b4dba14399d5d0864e45af4,2,56.46,2.35,3388,TRUE
INC0044207,I am unable to enter details onto Journal since moving onto my new PC,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Narayan Thapa,03-11-2025 15:41,14-11-2025 08:10,8def1fac3bcd7a14399d5d0864e45ae7,2,56.46,2.35,3388,TRUE
INC0045893,Request to check network shared path access issue,4 - Low,In Progress,WIT-Network-Operations,Suma Narayanswamy,07-11-2025 16:45,14-11-2025 08:10,8ea4d88a3bc5ba54ae6be524c3e45aa6,2,56.46,2.35,3388,TRUE
INC0046066,p3|Hou12-CV01|Commvault  --ATT2-BK33 Media agent is offline. Unable to connect/ping ,4 - Low,In Progress,WIT-WIN-Engineer,Vinay Kandukuri,09-11-2025 00:56,14-11-2025 08:10,8ebe8f1e3b49be54ae6be524c3e45ae8,2,56.46,2.35,3388,TRUE
INC0045626,"The user was created without an E3 license, and this does not allow access to the applications.",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Dayanidhi Rishi,06-11-2025 21:30,14-11-2025 08:10,8f2c84713bcd3e54399d5d0864e45ac0,2,56.46,2.35,3387,TRUE
INC0046139,for insert and stay button to admin ,4 - Low,New,WIT-ServiceNow-Admin,,11-11-2025 09:10,14-11-2025 08:10,90c31fc73b4572109faa1da985e45aba,2,56.46,2.35,3387,TRUE
INC0024587,do not have my buyer's permissions,3 - Moderate,New,WIT-AP-OracleEBS-Voyager,,08-09-2025 19:11,14-11-2025 08:10,913773e63b7ba650ae6be524c3e45a36,2,56.46,2.35,3387,TRUE
INC0044927,Intermittent loss of power from workstation to laptop,4 - Low,In Progress,WIT-ServiceDesk-L1,Suchismita Nayak,05-11-2025 10:21,14-11-2025 08:10,916964d93b0df254399d5d0864e45ada,2,56.46,2.35,3387,TRUE
INC0030137,P4| EMZ| Abu Dhabi| The user needs more space in Local Disk C.,4 - Low,In Progress,WIT-ServiceDesk-L1,Rajkumar Nanjappan,23-09-2025 10:55,14-11-2025 08:10,92141b1b3b487a10ae6be524c3e45ac7,2,56.46,2.35,3387,TRUE
INC0040029,Bluebeam Revu 21,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Anusha Ashok,22-10-2025 04:23,14-11-2025 08:10,92611b6c3b343e10399d5d0864e45adb,2,56.46,2.35,3387,TRUE
INC0045292,sharefolder | Unable to access,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Swathi Rangandale,06-11-2025 13:09,14-11-2025 08:10,927992213bc9ba54399d5d0864e45aa5,2,56.46,2.35,3387,TRUE
INC0045050,Abobe constantly crashing,4 - Low,In Progress,WIT-ServiceDesk-L1,Satish Sangappa,05-11-2025 17:01,14-11-2025 08:10,9295ce593b4d7654399d5d0864e45a38,2,56.46,2.35,3387,TRUE
INC0045227,AutoCAD is not working properly,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Prasanna Medicharla,06-11-2025 09:35,14-11-2025 08:10,936861253b817a54399d5d0864e45a92,2,56.46,2.35,3387,TRUE
INC0044894,"Laptop has crashed 3 times in 3 weeks showing ""Blue Screen Error"" and is now showing a ""non-Dell battery error"" and suggests the laptop is at risk of explosion",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Tilak Varman,05-11-2025 09:13,14-11-2025 08:10,936a54993b853e14ae6be524c3e45a3c,2,56.46,2.35,3387,TRUE
INC0044475,Bentley | Unable to install,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Naveensalva Naveensalva,04-11-2025 07:09,14-11-2025 08:10,940432703b493e14399d5d0864e45ade,2,56.46,2.35,3387,TRUE
INC0035095,EtherNet | Ethernet adapter 2 is disabled. I need IT to enable the Ethernet adapter so I can have faster wired internet.,4 - Low,In Progress,WIT-ServiceDesk-L1,Shruti Kodiya,07-10-2025 22:19,14-11-2025 08:10,9428b9003b687a54399d5d0864e45a52,2,56.46,2.35,3387,TRUE
INC0035889,Autodesk Revit 2024.3| Fuctional issues in Autodesk Revit 2024.3|,4 - Low,In Progress,WIT-ServiceDesk-L1,Joyal Selvaraj,09-10-2025 19:52,14-11-2025 08:10,94496be03ba4b694399d5d0864e45a5c,2,56.46,2.35,3387,TRUE
INC0045801,WebTop is asking for Content Transfer extension,4 - Low,In Progress,WIT-ServiceDesk-L1,Suchismita Nayak,07-11-2025 11:54,14-11-2025 08:10,948197b53b413294399d5d0864e45a13,2,56.46,2.35,3387,TRUE
INC0045907,I need to download adobe acrobat pro,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Vinay Samadi,07-11-2025 17:40,14-11-2025 08:10,94a1a8863b457294399d5d0864e45a4c,2,56.45,2.35,3387,TRUE
INC0029799,Bluebeam Account Unlinked to License,4 - Low,In Progress,WIT-AP-Support-Central,Graham Tucker,22-09-2025 15:12,14-11-2025 08:10,9515830b3b00b610ae6be524c3e45ab5,2,56.45,2.35,3387,TRUE
INC0021896,Issue with Ansible Integration on - RITM0032058,4 - Low,New,WIT-ServiceNow Security Admins,,01-09-2025 02:43,14-11-2025 08:10,95221c5c3bbba650399d5d0864e45a65,2,56.45,2.35,3387,TRUE
INC0033767,Hardware|Headphone issue|,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Chandan Prakash,03-10-2025 15:39,14-11-2025 08:10,9575f3a23b1cf2d0ae6be524c3e45aec,2,56.45,2.35,3387,TRUE
INC0045314,Adobe| Installation problem for Adobe Pro,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Swathi Rangandale,06-11-2025 14:07,14-11-2025 08:10,95a62ee93b8df254ae6be524c3e45a08,2,56.45,2.35,3387,TRUE
INC0045286,Domnic Coelho Access,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sameer Bhuyan,06-11-2025 12:58,14-11-2025 08:10,95d59e653b49ba54399d5d0864e45a86,2,56.45,2.35,3387,TRUE
INC0045870,Needs access to Microsoft Copilot,4 - Low,In Progress,WIT-ServiceDesk-L1,Patnam Lakshmi,07-11-2025 15:01,14-11-2025 08:10,968dffb93b8d3294399d5d0864e45ae4,2,56.45,2.35,3387,TRUE
INC0035403,Invoice-PINV00053513 (interfaced incorrect langauge),3 - Moderate,In Progress,WIT-ServiceDesk-L1,Chandan Prakash,08-10-2025 15:01,14-11-2025 08:10,979695143bacbe54399d5d0864e45a0e,2,56.45,2.35,3387,TRUE
INC0028838,issue with Bluebeams: do not convert a PDF file into Word or excel,3 - Moderate,In Progress,WIT-AP-Support-Central,Graham Tucker,19-09-2025 12:37,14-11-2025 08:10,982543423b4c32d0ae6be524c3e45aed,2,56.45,2.35,3387,TRUE
INC0016225,BLuebeam not installing,3 - Moderate,On Hold,WIT-AMS-APP-SUPPORT-ENGTECH,Arunkumar BT,12-08-2025 19:17,14-11-2025 08:10,9855fcca3b97e610399d5d0864e45a61,2,56.45,2.35,3387,TRUE
INC0045857,Microphone issues on laptop.,4 - Low,In Progress,WIT-ServiceDesk-L1,Poorni Kirthi,07-11-2025 14:16,14-11-2025 08:10,987de7313b893294399d5d0864e45a79,2,56.45,2.35,3387,TRUE
INC0011652,Received a new computer and my java isn't working when I try to PAAF someone to the project.,3 - Moderate,New,WIT-AP-OracleEBS-Voyager,,30-07-2025 12:26,14-11-2025 08:10,98b910fd3b032ed0399d5d0864e45ac6,2,56.45,2.35,3387,TRUE
INC0045795,AFTER WINDOWS 11 UPDATED TDSRELATED APPLICATION NOT WORKING,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Keerthana Babu,07-11-2025 11:27,14-11-2025 08:10,990bcb313bcdfe54399d5d0864e45a8b,2,56.45,2.35,3387,TRUE
INC0046140,For Inset and stay button ,4 - Low,In Progress,WIT-ServiceNow-Admin,Sunil Khalase,11-11-2025 08:47,14-11-2025 08:10,995e47c73b4572109faa1da985e45ae2,2,56.45,2.35,3387,TRUE
INC0012193,P3|AM ET|CL.SA.Santiago.4.Av Presidente Riesco|Clain Warranty 3YDLVV3,4 - Low,In Progress,WIT-ServiceDesk-L1,Vijay Ayyappan,31-07-2025 19:24,14-11-2025 08:10,99b387863bc7ee14399d5d0864e45ac6,2,56.45,2.35,3387,TRUE
INC0045004,Teams calendar is continually showing unavailable,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Mahathikakshya Mahathikakshya,05-11-2025 14:07,14-11-2025 08:10,99cd91d13b017654399d5d0864e45ac9,2,56.45,2.35,3387,TRUE
INC0046139,for insert and stay button to admin ,4 - Low,New,WIT-ServiceNow-Admin,,11-11-2025 09:11,14-11-2025 08:10,99e39fcb3b4572109faa1da985e45a77,2,56.45,2.35,3387,TRUE
INC0045315,BB is not working and impact WHOLE GROUP,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Narayan Thapa,06-11-2025 14:07,14-11-2025 08:10,9a7526693b41fa54399d5d0864e45a2c,2,56.45,2.35,3387,TRUE
INC0046139,test,4 - Low,New,WIT-ServiceNow-Admin,,11-11-2025 08:43,14-11-2025 08:10,9a9d4b473b4572109faa1da985e45a79,2,56.45,2.35,3387,TRUE
INC0035457,Laptop overheating,4 - Low,In Progress,WIT-ServiceDesk-L1,Varun Kumar,08-10-2025 18:21,14-11-2025 08:10,9b4b86903bacb614ae6be524c3e45ac0,2,56.45,2.35,3387,TRUE
INC0045697,Laptop Keys Not Working,4 - Low,In Progress,WIT-ServiceDesk-L1,Jahnavi Kadavakollu,07-11-2025 05:43,14-11-2025 08:10,9b5d31f53b01be54399d5d0864e45a54,2,56.45,2.35,3387,TRUE
INC0045428,Unable login system ,4 - Low,In Progress,WIT-ServiceDesk-L1,Pooja Singh,06-11-2025 16:01,14-11-2025 08:10,9c0f7ae53b8dfa54399d5d0864e45a7d,2,56.45,2.35,3387,TRUE
INC0045702,The laptop battery lasts only 2–3 minutes after a full charge and needs urgent replacement.,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sriram Sridharan,07-11-2025 06:12,14-11-2025 08:10,9cc382393b81be54399d5d0864e45ab2,2,56.45,2.35,3387,TRUE
INC0045921,SAP 2000 V23 | Software is installed but license is not getting configured,4 - Low,In Progress,WIT-ServiceDesk-L1,Ravish Srinivas,07-11-2025 19:05,14-11-2025 08:10,9d15f4c63b4dba54ae6be524c3e45a56,2,56.45,2.35,3387,TRUE
INC0046127,I'm having trouble to access for https://citrix.gslbwoodplc.com/Citrix/,4 - Low,In Progress,WIT-ServiceDesk-L1,Shiva Prakash,09-11-2025 10:38,14-11-2025 08:10,9d8411e23b413294ae6be524c3e45ac9,2,56.45,2.35,3387,TRUE
INC0044095,WIFI issue | Wi-Fi connectivity issue,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Surya Ayyarappan,03-11-2025 11:06,14-11-2025 08:10,9e216e683b457214ae6be524c3e45ae8,2,56.45,2.35,3387,TRUE
INC0044354,Unable to log in due to ERM,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Veena Suresh,04-11-2025 03:26,14-11-2025 08:10,9e504ebc3bcd3614ae6be524c3e45acf,2,56.45,2.35,3387,TRUE
INC0030662,"Die bluebeam werk nie vir my nie, dit erken nie my rekening nie. ...",3 - Moderate,In Progress,WIT-AP-Support-Central,Graham Tucker,24-09-2025 15:56,14-11-2025 08:10,9f43edf33b843250ae6be524c3e45a88,2,56.45,2.35,3387,TRUE
INC0042096,Profile issue | User requested to keep the desktop icons unchanged,4 - Low,In Progress,WIT-ServiceDesk-L1,Harini Gopi,27-10-2025 23:15,14-11-2025 08:10,9f9ef02e3bb43690ae6be524c3e45aa7,2,56.45,2.35,3387,TRUE
INC0044332,SolarWinds Alert | P4 | APAC | KOL | Kolkata | IN | Disk Utilization Alert: F:\ Label:KOL01-HXSQL01_F (Data)  Serial Number 267DE29F on KOL01-HXSQL01 ,4 - Low,In Progress,WIT-Monitoring-L1,Thejesh Sudharshan,04-11-2025 00:25,14-11-2025 08:10,a05755743bc1fa14399d5d0864e45a4f,2,56.45,2.35,3387,TRUE
INC0043696,SolarWinds Alert | P4 | NCSA | SGO20 | Providencia | CL | MSSQL | Disk Utilization Alert: F:\ Label:New Volume  Serial Number 7094BFB8 on SGO-SQL10,4 - Low,In Progress,WIT-Monitoring-L1,Komala Krishnappa,01-11-2025 06:45,14-11-2025 08:10,a0625fbb3b347214399d5d0864e45a33,2,56.45,2.35,3387,TRUE
INC0039122,P3 - AMEC - Canada - Check Sum Failure - Backup Completed with one or more error for EDC01-SP-SQL19,4 - Low,On Hold,WIT-Backup,Kaushik Chakraborty,18-10-2025 10:38,14-11-2025 08:10,a11144673b607e10ae6be524c3e45ad7,2,56.45,2.35,3387,TRUE
INC0045723,https://woodplc.sharepoint.com/teams/ConsultCVs/Shared%20Documents/Forms/AllItems.aspx?id=%2Fteams%2FConsultCVs%2FShared%20Documents%2FCVs%20agent%2Eagent&paren,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Rajkumar Nanjappan,07-11-2025 07:16,14-11-2025 08:10,a1929a3d3b45be54399d5d0864e45a83,2,56.45,2.35,3387,TRUE
